_id,Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
704,2024-25,7388762,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Salaries and wages,No Value
705,2024-25,1219949,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Employee benefits,No Value
706,2024-25,72121,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Transportation and communication,No Value
707,2024-25,12779434,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Services,No Value
708,2024-25,166641,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Supplies and equipment,No Value
709,2024-25,-456538,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Recoveries,No Value
710,2024-25,4133362,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Salaries and wages,No Value
711,2024-25,656599,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Employee benefits,No Value
712,2024-25,17371,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Transportation and communication,No Value
713,2024-25,3035469,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Services,No Value
714,2024-25,22889,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Supplies and equipment,No Value
715,2024-25,5030187,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Salaries and wages,No Value
716,2024-25,848909,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Employee benefits,No Value
717,2024-25,24791,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Transportation and communication,No Value
718,2024-25,172237,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Services,No Value
719,2024-25,11515,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Supplies and equipment,No Value
720,2024-25,11046,Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Transportation and communication,No Value
721,2024-25,1779412,Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Services,No Value
722,2024-25,22074,Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Supplies and equipment,No Value
723,2024-25,49301,Transportation,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
724,2024-25,4041,Transportation,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,Minister without Portfolio's Salary the Executive Council Act
725,2024-25,16667,Transportation,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
726,2024-25,16790177,Transportation,Capital Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
727,2024-25,-1855899,Transportation,Capital Expense,Ministry Administration Program,Statutory Appropriations,No Value,Recoveries,No Value
728,2024-25,9519602,Transportation,Operating Expense,Transit,Transit Administration,No Value,Salaries and wages,No Value
729,2024-25,1449664,Transportation,Operating Expense,Transit,Transit Administration,No Value,Employee benefits,No Value
730,2024-25,33738,Transportation,Operating Expense,Transit,Transit Administration,No Value,Transportation and communication,No Value
731,2024-25,1133079,Transportation,Operating Expense,Transit,Transit Administration,No Value,Services,No Value
732,2024-25,2990,Transportation,Operating Expense,Transit,Transit Administration,No Value,Supplies and equipment,No Value
733,2024-25,1384558969,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Metrolinx Operating Subsidies
734,2024-25,10000000,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Municipal Transit
735,2024-25,90374374,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Ontario Northland Transportation Commission
736,2024-25,9022597,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Owen Sound Transportation Company
737,2024-25,378037936,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Municipal Public Transportation Funding 
738,2024-25,7988195,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Community Transportation Grant Program
739,2024-25,4622151,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Ontario Seniors Public Transit Tax Credit
740,2024-25,-360078298,Transportation,Operating Expense,Transit,Transit,No Value,Recoveries,No Value
741,2024-25,360078298,Transportation,Operating Expense,Transit,Dedicated Funding for Public Transportation,No Value,Transfer payments,"Municipal Public Transportation Funding, the Dedicated Funding for Public Transportation Act"
742,2024-25,10184796900,Transportation,Capital Expense,Transit,Transit,No Value,Transfer payments,Metrolinx
743,2024-25,494778182,Transportation,Capital Expense,Transit,Transit,No Value,Transfer payments,Municipal Transit
744,2024-25,189061507,Transportation,Capital Expense,Transit,Transit,No Value,Transfer payments,Ontario Northland Transportation Commission
745,2024-25,775705,Transportation,Capital Expense,Transit,Transit,No Value,Transfer payments,Owen Sound Transportation Company
746,2024-25,72107509,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Salaries and wages,No Value
747,2024-25,12690336,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Employee benefits,No Value
748,2024-25,2101026,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Transportation and communication,No Value
749,2024-25,57374182,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Services,No Value
750,2024-25,4016441,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Supplies and equipment,No Value
751,2024-25,199000,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Transfer payments,Community Safety Grants
752,2024-25,149976,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Transfer payments,Research Grants
753,2024-25,127859,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Other transactions,No Value
754,2024-25,30134889,Transportation,Capital Expense,Transportation Safety Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
755,2024-25,11385971,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Salaries and wages,No Value
756,2024-25,4861328,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Employee benefits,No Value
757,2024-25,392026,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Transportation and communication,No Value
758,2024-25,25041424,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Services,No Value
759,2024-25,112429,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Supplies and equipment,No Value
760,2024-25,9231039,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Transfer payments,Payments in lieu of Municipal Taxation
761,2024-25,29053220,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Other transactions,No Value
